Task,count
"Video.UI (1308,D,2) {6D968185-1E85-43F6-AD4F-DBD53A3E4C85}: The database [C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\tmp.edb] format version is being held back to 8920 (0x22d8) due to application parameter setting of 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat). Current default engine version: 9400 (0x24b8).",1
Successfully scheduled Software Protection service for re-start at 2122-03-04T09:38:08Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-03-04T09:43:08Z. Reason: RulesEngine.,1
"svchost (16204,D,50) DS_Token_DB: The database engine attached a database (1, C:\WINDOWS\system32\config\systemprofile\AppData\Local\DataSharing\Storage\DSTokenDB2.dat). (Time=0 seconds) 
 
Saved Cache: 1 0 
Additional Data: lgposAttach = 00000007:000B:0268,
dbv = 1568.200.440 (9400) 
 
Internal Timing Sequence: 
[1] 0.000004 +J(0)
[2] 0.000927 -0.000257 (1) WT +J(0) +M(C:0K, Fs:17, WS:4K # 4K, PF:4K # 0K, P:4K)
[3] 0.005422 -0.000850 (6) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:3480/2) +M(C:0K, Fs:6, WS:20K # 0K, PF:20K # 0K, P:20K)
[4] 0.001541 +J(0)
[5] -
[6] -
[7] -
[8] -
[9] 0.001436 -0.000998 (3) CM -0.000840 (3) WT +J(CM:3, PgRf:3, Rd:6/3, Dy:0/0, Lg:54/1) +M(C:24K, Fs:22, WS:88K # 44K, PF:236K # 192K, P:236K)
[10] 0.001252 -0.000951 (4) CM -0.000750 (4) WT +J(CM:4, PgRf:23, Rd:0/4, Dy:0/0, Lg:0/0) +M(C:-8K, Fs:15, WS:52K # 52K, PF:-4K # 0K, P:-4K)
[11] 0.000922 -0.000703 (3) CM -0.000575 (3) WT +J(CM:3, PgRf:40, Rd:0/3, Dy:0/0, Lg:0/0) +M(C:0K, Fs:2, WS:8K # 8K, PF:64K # 60K, P:64K)
[12] 0.000246 -0.000192 (1) CM -0.000144 (1) WT +J(CM:1, PgRf:2, Rd:0/1, Dy:0/0, Lg:0/0) +M(C:0K, Fs:1, WS:4K # 4K, PF:0K # 0K, P:0K)
[13] 0.000304 -0.000184 (1) CM -0.000141 (1) WT +J(CM:1, PgRf:42, Rd:0/1, Dy:0/0, Lg:0/0) +M(C:0K, Fs:6, WS:24K # 24K, PF:0K # 0K, P:0K)
[14] 0.000002 +J(0)
[15] 0.0 +J(0)
[16] 0.000220 -0.000186 (1) CM -0.000141 (1) WT +J(CM:1, PgRf:1, Rd:0/1, Dy:0/0, Lg:0/0).",1
"Fault bucket , type 0
Event Name: CbsPackageServicingFailure2
Response: Not available
Cab Id: 0

Problem signature:
P1: 10.0.22000.469
P2: Microsoft-Windows-LanguageFeatures-Basic-en-gb-Package
P3: 10.0.22000.1
P4: amd64
P5: unknown
P6: 800f0825
P7: CBS Other
P8: Absent
P9: Absent
P10: FodHelper(LanguageFeaturesOnDemand)

Attached files:
\\?\C:\Windows\Logs\CBS\CBS.log
\\?\C:\Windows\Logs\CBS\CbsPersist_20220324081002.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20220320141503.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20220311115423.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20220302094216.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20220216104358.cab
\\?\C:\WINDOWS\servicing\Sessions\Sessions.xml
\\?\C:\WINDOWS\winsxs\poqexec.log
\\?\C:\WINDOWS\inf\setupapi.dev.log
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.ab485a88-2ae2-46b1-94c9-c94bbd844206.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.163bc73f-2460-4853-aa79-570138fd5ea3.tmp.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.e9de320f-c80d-4d93-837c-4a648dd093bb.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.0c8b78cf-bb72-4ad0-b58f-224437d98dbe.tmp.txt

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\Critical_10.0.22000.469_663f98a61ed94f7c711d5eceb481e2acf4a4bc3_00000000_cab_54a39228-61d0-4638-b06e-502bc526d7be

Analysis symbol: 
Rechecking for solution: 0
Report Id: 54a39228-61d0-4638-b06e-502bc526d7be
Report Status: 4
Hashed bucket: 
Cab Guid: 0",1
"Fault bucket , type 0
Event Name: CbsPackageServicingFailure2
Response: Not available
Cab Id: 0

Problem signature:
P1: 10.0.22000.469
P2: Microsoft-Windows-LanguageFeatures-Basic-en-gb-Package
P3: 10.0.22000.1
P4: amd64
P5: unknown
P6: 800f0825
P7: CBS Other
P8: Absent
P9: Absent
P10: FodHelper(LanguageFeaturesOnDemand)

Attached files:
\\?\C:\Windows\Logs\CBS\CBS.log
\\?\C:\Windows\Logs\CBS\CbsPersist_20220324081002.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20220320141503.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20220311115423.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20220302094216.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20220216104358.cab
\\?\C:\WINDOWS\servicing\Sessions\Sessions.xml
\\?\C:\WINDOWS\winsxs\poqexec.log
\\?\C:\WINDOWS\inf\setupapi.dev.log

These files may be available here:


Analysis symbol: 
Rechecking for solution: 0
Report Id: 54a39228-61d0-4638-b06e-502bc526d7be
Report Status: 262148
Hashed bucket: 
Cab Guid: 0",1
"Fault bucket 1956763526658981230, type 5
Event Name: CbsPackageServicingFailure2
Response: Not available
Cab Id: 0

Problem signature:
P1: 10.0.22000.469
P2: Microsoft-Windows-LanguageFeatures-Basic-en-gb-Package
P3: 10.0.22000.1
P4: amd64
P5: unknown
P6: 800f0825
P7: CBS Other
P8: Absent
P9: Absent
P10: FodHelper(LanguageFeaturesOnDemand)

Attached files:
\\?\C:\Windows\Logs\CBS\CBS.log
\\?\C:\Windows\Logs\CBS\CbsPersist_20220324081002.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20220320141503.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20220311115423.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20220302094216.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20220216104358.cab
\\?\C:\WINDOWS\servicing\Sessions\Sessions.xml
\\?\C:\WINDOWS\winsxs\poqexec.log
\\?\C:\WINDOWS\inf\setupapi.dev.log
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.ab485a88-2ae2-46b1-94c9-c94bbd844206.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.163bc73f-2460-4853-aa79-570138fd5ea3.tmp.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.e9de320f-c80d-4d93-837c-4a648dd093bb.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.0c8b78cf-bb72-4ad0-b58f-224437d98dbe.tmp.txt

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\Critical_10.0.22000.469_663f98a61ed94f7c711d5eceb481e2acf4a4bc3_00000000_54a39228-61d0-4638-b06e-502bc526d7be

Analysis symbol: 
Rechecking for solution: 0
Report Id: 54a39228-61d0-4638-b06e-502bc526d7be
Report Status: 268435456
Hashed bucket: 2ad9c7007da9ac735b27d20f63f2fd6e
Cab Guid: 0",1
Ending session 0 started ‎2021‎-‎11‎-‎03T05:37:31.432595500Z.,1
Successfully scheduled Software Protection service for re-start at 2122-03-10T16:29:56Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-03-10T16:40:00Z. Reason: RulesEngine.,1
"Video.UI (1108,P,98) {DF565A1E-705D-4EF8-B0B5-433C9CBD730B}: The database engine (10.00.22000.0000) is starting a new instance (0).",1
"Video.UI (1108,R,98) {DF565A1E-705D-4EF8-B0B5-433C9CBD730B}: The database engine is initiating recovery steps.",1
"Video.UI (1108,R,98) {DF565A1E-705D-4EF8-B0B5-433C9CBD730B}: The database [C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\EntClientDb.edb] format version is being held back to 8920 (0x22d8) due to application parameter setting of 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat). Current default engine version: 9400 (0x24b8).",1
"Video.UI (1108,R,98) {DF565A1E-705D-4EF8-B0B5-433C9CBD730B}: The database engine has finished replaying logfile C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\edb.log. 
 
Processing Stats: 
[1] 0.129765 -0.002265 (118) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:1444013/1084) +M(C:0K, Fs:7373, WS:3652K # 3584K, PF:796K # 732K, P:796K). 
Log record of type 'AttachDB ' was seen most frequently (109 times)",1
"Video.UI (1108,U,98) {DF565A1E-705D-4EF8-B0B5-433C9CBD730B}: The database engine has successfully completed recovery steps.",1
"Video.UI (1108,D,0) {DF565A1E-705D-4EF8-B0B5-433C9CBD730B}: The database engine started a new instance (0). (Time=0 seconds) 
 
Additional Data:
 lgposV2[] = 00000002:0001:0000 - 00000002:0165:03B7 - 00000002:0166:0000 - 00000002:0166:0000 (00000000:0000:0000)
cReInits = 109
 
 
Internal Timing Sequence: 
[1] 0.007304 +J(0) +M(C:0K, Fs:255, WS:984K # 896K, PF:2976K # 2800K, P:2976K)
[2] 0.000774 +J(0) +M(C:0K, Fs:102, WS:408K # 408K, PF:344K # 344K, P:344K)
[3] 0.000061 +J(0) +M(C:0K, Fs:4, WS:12K # 12K, PF:68K # 68K, P:68K)
[4] 0.000272 +J(0) +M(C:0K, Fs:38, WS:152K # 152K, PF:176K # 176K, P:176K)
[5] 0.006911 +J(0) +M(C:0K, Fs:201, WS:640K # 664K, PF:-124K # 48K, P:-124K)
[6] 0.003035 +J(0) +M(C:0K, Fs:96, WS:376K # 352K, PF:56K # 0K, P:56K)
[7] 0.014216 -0.000011 (5) WT +J(0) +M(C:0K, Fs:642, WS:2372K # 2436K, PF:2052K # 1960K, P:2052K)
[8] 0.135709 -0.002273 (122) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:1444013/1084) +M(C:0K, Fs:7515, WS:4140K # 4076K, PF:1136K # 1120K, P:1136K)
[9] 0.001041 +J(0) +M(C:0K, Fs:34, WS:132K # 132K, PF:32K # 24K, P:32K)
[10] 0.002177 -0.000007 (4) WT +J(0) +M(C:0K, Fs:54, WS:-1828K # 180K, PF:-2044K # 0K, P:-2044K)
[11] 0.000032 +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:49/1) +M(C:0K, Fs:2, WS:8K # 0K, PF:0K # 0K, P:0K)
[12] 0.011688 -0.011570 (1) WT +J(0) +M(C:0K, Fs:238, WS:940K # 0K, PF:204K # 0K, P:204K)
[13] 0.047718 -0.001474 (2) CM -0.030401 (24) WT +J(CM:2, PgRf:2, Rd:0/2, Dy:0/0, Lg:8759/5) +M(C:0K, Fs:712, WS:684K # 1580K, PF:624K # 844K, P:624K)
[14] 0.000040 +J(0)
[15] 0.000014 +J(0)
[16] 0.000506 -0.000001 (1) WT +J(0) +M(C:0K, Fs:4, WS:8K # 0K, PF:0K # 0K, P:0K).",1
"Video.UI (1108,D,50) {DF565A1E-705D-4EF8-B0B5-433C9CBD730B}: The database [C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\EntClientDb.edb] format version is being held back to 8920 (0x22d8) due to application parameter setting of 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat). Current default engine version: 9400 (0x24b8).",1
"Video.UI (1108,D,50) {DF565A1E-705D-4EF8-B0B5-433C9CBD730B}: The database engine attached a database (1, C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\EntClientDb.edb). (Time=0 seconds) 
 
Saved Cache: 0 0 
Additional Data: lgposAttach = 00000002:0168:0268,
dbv = 1568.20.0 (8920) 
 
Internal Timing Sequence: 
[1] 0.000004 +J(0) +M(C:0K, Fs:1, WS:4K # 0K, PF:0K # 0K, P:0K)
[2] 0.001232 -0.000002 (1) WT +J(0) +M(C:0K, Fs:27, WS:44K # 0K, PF:8K # 0K, P:8K)
[3] 0.004939 -0.001402 (6) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:3480/2) +M(C:0K, Fs:44, WS:168K # 0K, PF:20K # 0K, P:20K)
[4] 0.000473 +J(0) +M(C:0K, Fs:4, WS:16K # 0K, PF:0K # 0K, P:0K)
[5] -
[6] -
[7] -
[8] -
[9] 0.011228 -0.000631 (3) CM -0.007911 (1) WT +J(CM:3, PgRf:3, Rd:14/3, Dy:0/0, Lg:0/0) +M(C:0K, Fs:174, WS:668K # 0K, PF:376K # 0K, P:376K)
[10] 0.001485 -0.001040 (4) CM +J(CM:4, PgRf:23, Rd:0/4, Dy:0/0, Lg:0/0) +M(C:0K, Fs:29, WS:108K # 0K, PF:8K # 0K, P:8K)
[11] 0.000414 -0.000021 (2) CM +J(CM:2, PgRf:40, Rd:0/2, Dy:0/0, Lg:0/0) +M(C:0K, Fs:12, WS:32K # 0K, PF:64K # 0K, P:64K)
[12] 0.000043 +J(CM:0, PgRf:2, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:8, WS:32K # 0K, PF:0K # 0K, P:0K)
[13] 0.000236 +J(CM:0, PgRf:54, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:54, WS:216K # 0K, PF:0K # 0K, P:0K)
[14] 0.000004 +J(0)
[15] 0.000002 +J(0)
[16] 0.000014 +J(CM:0, PgRf:1, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:1, WS:4K # 0K, PF:0K # 0K, P:0K).",1
"Video.UI (1108,D,2) {DF565A1E-705D-4EF8-B0B5-433C9CBD730B}: The database [C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\tmp.edb] format version is being held back to 8920 (0x22d8) due to application parameter setting of 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat). Current default engine version: 9400 (0x24b8).",1
"The description for Event ID 5008 from source AVLogEvent cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

4759
0

The message resource is present but the message was not found in the message table
",1
Beginning a Windows Installer transaction: C:\Program Files (x86)\Google\Update\Install\{5E3E1BB3-A604-4AEC-8083-AA8EB9354CAA}\remoting-host.msi. Client Process Id: 13808.,1
Starting session 0 - ‎2022‎-‎04‎-‎05T14:19:53.186928800Z.,1
Starting session 0 - ‎2022‎-‎04‎-‎05T14:19:53.913088100Z.,1
Windows Installer installed the product. Product Name: Chrome Remote Desktop Host. Product Version: 101.0.4951.13. Product Language: 1033. Manufacturer: Google LLC. Installation success or error status: 0.,1
Ending a Windows Installer transaction: C:\Program Files (x86)\Google\Update\Install\{5E3E1BB3-A604-4AEC-8083-AA8EB9354CAA}\remoting-host.msi. Client Process Id: 13808.,1
Ending session 0 started ‎2022‎-‎04‎-‎05T14:19:53.186928800Z.,1
Ending session 0 started ‎2022‎-‎04‎-‎05T14:19:53.913088100Z.,1
Successfully scheduled Software Protection service for re-start at 2122-03-12T14:21:15Z. Reason: RulesEngine.,1
"Video.UI (14000,D,2) {0A4B0B5F-349C-45A2-A7B1-5DEDCB1C5444}: The database [C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\tmp.edb] format version is being held back to 8920 (0x22d8) due to application parameter setting of 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat). Current default engine version: 9400 (0x24b8).",1
"Video.UI (14000,D,50) {0A4B0B5F-349C-45A2-A7B1-5DEDCB1C5444}: The database engine attached a database (1, C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\EntClientDb.edb). (Time=0 seconds) 
 
Saved Cache: 0 0 
Additional Data: lgposAttach = 00000002:0165:0268,
dbv = 1568.20.0 (8920) 
 
Internal Timing Sequence: 
[1] 0.000005 +J(0)
[2] 0.000654 -0.000001 (1) WT +J(0) +M(C:0K, Fs:33, WS:64K # 0K, PF:24K # 0K, P:24K)
[3] 0.002449 -0.000890 (6) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:3480/2) +M(C:0K, Fs:46, WS:168K # 0K, PF:52K # 0K, P:52K)
[4] 0.000224 +J(0)
[5] -
[6] -
[7] -
[8] -
[9] 0.021349 -0.000262 (3) CM -0.020183 (1) WT +J(CM:3, PgRf:3, Rd:14/3, Dy:0/0, Lg:0/0) +M(C:0K, Fs:45, WS:160K # 0K, PF:776K # 0K, P:776K)
[10] 0.001092 -0.000929 (4) CM +J(CM:4, PgRf:23, Rd:0/4, Dy:0/0, Lg:0/0) +M(C:0K, Fs:27, WS:100K # 0K, PF:8K # 0K, P:8K)
[11] 0.000110 -0.000006 (2) CM +J(CM:2, PgRf:40, Rd:0/2, Dy:0/0, Lg:0/0) +M(C:0K, Fs:6, WS:8K # 0K, PF:64K # 0K, P:64K)
[12] 0.000011 +J(CM:0, PgRf:2, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:1, WS:4K # 0K, PF:0K # 0K, P:0K)
[13] 0.000046 +J(CM:0, PgRf:54, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:5, WS:20K # 0K, PF:0K # 0K, P:0K)
[14] 0.000001 +J(0)
[15] 0.0 +J(0)
[16] 0.000004 +J(CM:0, PgRf:1, Rd:0/0, Dy:0/0, Lg:0/0).",1
"Video.UI (14000,D,50) {0A4B0B5F-349C-45A2-A7B1-5DEDCB1C5444}: The database [C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\EntClientDb.edb] format version is being held back to 8920 (0x22d8) due to application parameter setting of 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat). Current default engine version: 9400 (0x24b8).",1
"SearchIndexer (12464,R,98) Windows: The database engine has finished replaying logfile C:\ProgramData\Microsoft\Search\Data\Applications\Windows\edb0740F.jtx. 
 
Processing Stats: 
[1] 0.047646 -0.017500 (56) CM -0.013162 (8) WT +J(CM:56, PgRf:1381, Rd:0/56, Dy:0/0, Lg:520458/4443) +M(C:0K, Fs:850, WS:2496K # 2496K, PF:2548K # 2548K, P:2548K). 
Log record of type 'Insert   ' was seen most frequently (629 times)",1
Successfully scheduled Software Protection service for re-start at 2122-03-09T02:55:08Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-03-09T03:09:39Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-03-10T11:47:45Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-03-10T11:53:38Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-03-10T11:59:39Z. Reason: RulesEngine.,1
"The description for Event ID 5000 from source AVLogEvent cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

4752
0

The message resource is present but the message was not found in the message table
",1
"taskhostw (9492,R,98) WebCacheLocal: The shadow header page of file C:\Users\Sri Vatsav Redddy\AppData\Local\Microsoft\Windows\WebCache\V01.chk was damaged. The primary header page (4096 bytes) was used instead.",1
"SearchIndexer (12464,P,98) Windows: The database engine (10.00.22000.0000) is starting a new instance (0).",1
"SearchIndexer (12464,R,98) Windows: The database engine is initiating recovery steps.",1
"SearchIndexer (12464,R,98) Windows: The database engine has finished replaying logfile C:\ProgramData\Microsoft\Search\Data\Applications\Windows\edb07410.jtx. 
 
Processing Stats: 
[1] 0.031818 -0.000153 (12) CM -0.014612 (7) WT +J(CM:12, PgRf:3833, Rd:0/12, Dy:19/3288, Lg:1025363/10308) +M(C:0K, Fs:166, WS:632K # 632K, PF:88K # 88K, P:88K). 
Log record of type 'Delete   ' was seen most frequently (1316 times)",1
"Video.UI (14000,D,0) {0A4B0B5F-349C-45A2-A7B1-5DEDCB1C5444}: The database engine started a new instance (0). (Time=0 seconds) 
 
Additional Data:
 lgposV2[] = 00000002:0001:0000 - 00000002:0162:03B7 - 00000002:0163:0000 - 00000002:0163:0000 (00000000:0000:0000)
cReInits = 108
 
 
Internal Timing Sequence: 
[1] 0.004418 +J(0) +M(C:0K, Fs:453, WS:1572K # 1612K, PF:2684K # 2876K, P:2684K)
[2] 0.000255 +J(0) +M(C:0K, Fs:62, WS:248K # 208K, PF:180K # 0K, P:180K)
[3] 0.000018 +J(0) +M(C:0K, Fs:4, WS:12K # 12K, PF:68K # 56K, P:68K)
[4] 0.000115 +J(0) +M(C:0K, Fs:31, WS:124K # 124K, PF:152K # 152K, P:152K)
[5] 0.002213 +J(0) +M(C:0K, Fs:46, WS:184K # 184K, PF:12K # 12K, P:12K)
[6] 0.002014 +J(0) +M(C:0K, Fs:26, WS:104K # 104K, PF:12K # 12K, P:12K)
[7] 0.018730 -0.000011 (5) WT +J(0) +M(C:0K, Fs:681, WS:2524K # 2524K, PF:2108K # 2116K, P:2108K)
[8] 0.047430 -0.001186 (120) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:1431845/1076) +M(C:0K, Fs:2540, WS:2276K # 2276K, PF:712K # 712K, P:712K)
[9] 0.000511 +J(0) +M(C:0K, Fs:40, WS:160K # 160K, PF:56K # 48K, P:56K)
[10] 0.001446 -0.000001 (1) WT +J(0) +M(C:0K, Fs:20, WS:-1972K # 60K, PF:-2032K # 8K, P:-2032K)
[11] 0.000020 +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:49/1) +M(C:0K, Fs:2, WS:8K # 0K, PF:0K # 0K, P:0K)
[12] 0.010265 -0.010216 (1) WT +J(0) +M(C:0K, Fs:172, WS:680K # 0K, PF:324K # 0K, P:324K)
[13] 0.023430 -0.000361 (2) CM -0.016401 (23) WT +J(CM:2, PgRf:2, Rd:0/2, Dy:0/0, Lg:8759/5) +M(C:0K, Fs:1039, WS:1980K # 2584K, PF:264K # 592K, P:264K)
[14] 0.000015 +J(0)
[15] 0.000010 +J(0)
[16] 0.000198 -0.000001 (1) WT +J(0) +M(C:0K, Fs:2, WS:0K # 0K, PF:0K # 0K, P:0K).",1
"SearchIndexer (12464,R,98) Windows: The database engine has finished replaying logfile C:\ProgramData\Microsoft\Search\Data\Applications\Windows\edb.jtx. 
 
Processing Stats: 
[1] 0.003877 -0.000012 (1) CM -0.000485 (2) WT +J(CM:1, PgRf:534, Rd:0/1, Dy:8/1315, Lg:93200/1375) +M(C:0K, Fs:16, WS:32K # 28K, PF:0K # 32K, P:0K). 
Log record of type 'Delete   ' was seen most frequently (257 times)",1
"SearchIndexer (12464,U,98) Windows: The database engine has successfully completed recovery steps.",1
"SearchIndexer (12464,D,0) Windows: The database engine started a new instance (0). (Time=0 seconds) 
 
Additional Data:
 lgposV2[] = 0000740F:007E:0000 - 0000740F:00FE:072B - 00007411:0018:0000 - 00007411:0018:0000 (00000000:0000:0000)
cReInits = 1
 
 
Internal Timing Sequence: 
[1] 0.001954 +J(0) +M(C:0K, Fs:324, WS:1268K # 1268K, PF:5436K # 5436K, P:5436K)
[2] 0.000384 +J(0) +M(C:0K, Fs:119, WS:468K # 468K, PF:436K # 436K, P:436K)
[3] 0.000021 +J(0) +M(C:0K, Fs:4, WS:16K # 16K, PF:64K # 64K, P:64K)
[4] 0.000396 +J(0) +M(C:0K, Fs:26, WS:100K # 100K, PF:368K # 368K, P:368K)
[5] 0.001460 +J(0) +M(C:0K, Fs:12, WS:48K # 48K, PF:16K # 16K, P:16K)
[6] 0.003580 +J(0) +M(C:0K, Fs:27, WS:108K # 108K, PF:20K # 20K, P:20K)
[7] 0.004776 -0.002297 (2) WT +J(0) +M(C:0K, Fs:281, WS:1124K # 1124K, PF:1028K # 1028K, P:1028K)
[8] 0.054674 -0.017500 (56) CM -0.013632 (10) WT +J(CM:56, PgRf:1381, Rd:0/56, Dy:0/0, Lg:520458/4443) +M(C:0K, Fs:1126, WS:3588K # 3588K, PF:3420K # 3420K, P:3420K)
[9] 0.047394 -0.000165 (13) CM -0.017890 (11) WT +J(CM:13, PgRf:4367, Rd:13/13, Dy:27/4603, Lg:1118563/11683) +M(C:0K, Fs:235, WS:812K # 868K, PF:576K # 664K, P:576K) + 2 lgens
[10] 0.001042 +J(0) +M(C:0K, Fs:0, WS:-1020K # 0K, PF:-1020K # 0K, P:-1020K)
[11] 0.000061 +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:49/1) +M(C:0K, Fs:3, WS:12K # 0K, PF:0K # 0K, P:0K)
[12] 0.017388 -0.000002 (27) CM -0.015310 (14) WT +J(CM:27, PgRf:0, Rd:0/27, Dy:0/0, Lg:0/0) +M(C:0K, Fs:226, WS:40K # 0K, PF:16K # 0K, P:16K)
[13] 0.014014 -0.000588 (2) CM -0.002465 (19) WT +J(CM:2, PgRf:2, Rd:0/2, Dy:0/0, Lg:8759/5) +M(C:0K, Fs:307, WS:-3088K # 0K, PF:-3128K # 0K, P:-3128K)
[14] 0.000020 +J(0)
[15] 0.000042 +J(0)
[16] 0.000217 +J(0) +M(C:0K, Fs:2, WS:0K # 0K, PF:0K # 0K, P:0K).",1
"SearchIndexer (12464,D,50) Windows: The database engine attached a database (1, C:\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb). (Time=0 seconds) 
 
Saved Cache: 0 0 
Additional Data: lgposAttach = 00007411:001A:0268,
dbv = 1568.200.440 (9400) 
 
Internal Timing Sequence: 
[1] 0.000003 +J(0)
[2] 0.000685 +J(0) +M(C:0K, Fs:24, WS:32K # 0K, PF:32K # 0K, P:32K)
[3] 0.014671 -0.013351 (5) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:3480/2) +M(C:0K, Fs:21, WS:48K # 0K, PF:52K # 0K, P:52K)
[4] 0.000298 +J(0)
[5] -
[6] -
[7] -
[8] -
[9] 0.017936 -0.001072 (3) CM -0.015913 (1) WT +J(CM:3, PgRf:3, Rd:14/3, Dy:0/0, Lg:54/1) +M(C:0K, Fs:36, WS:144K # 0K, PF:724K # 0K, P:724K)
[10] 0.000666 -0.000524 (4) CM +J(CM:4, PgRf:23, Rd:0/4, Dy:0/0, Lg:0/0) +M(C:0K, Fs:42, WS:168K # 0K, PF:64K # 0K, P:64K)
[11] 0.000365 -0.000283 (1) CM +J(CM:1, PgRf:40, Rd:0/1, Dy:0/0, Lg:0/0) +M(C:0K, Fs:10, WS:40K # 0K, PF:32K # 0K, P:32K)
[12] 0.000014 +J(CM:0, PgRf:2, Rd:0/0, Dy:0/0, Lg:0/0)
[13] 0.000047 +J(CM:0, PgRf:42, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:5, WS:20K # 0K, PF:0K # 0K, P:0K)
[14] 0.0 +J(0)
[15] 0.0 +J(0)
[16] 0.000005 +J(CM:0, PgRf:1, Rd:0/0, Dy:0/0, Lg:0/0).",1
